0.6526946107784432,247.96875_31.65625
0.5389221556886228,247.96875_31.71875
0.906187624750499,247.96875_31.78125
0.9021956087824351,247.96875_31.84375
0.7125748502994012,247.96875_31.90625
0.8023952095808383,247.96875_31.96875
0.9121756487025948,247.96875_32.03125
0.7285429141716567,247.96875_32.09375
0.6746506986027944,247.96875_32.15625
0.015968063872255488,247.96875_32.21875
0.48303393213572854,247.96875_32.28125
0.7405189620758483,247.96875_32.34375
0.09780439121756487,247.96875_32.40625
0.2994011976047904,247.96875_32.46875
0.8522954091816367,247.96875_32.53125
0.9820359281437125,247.96875_32.59375
1,247.96875_32.65625
0.9421157684630739,247.96875_32.71875
0.9041916167664671,247.96875_32.78125
0.8303393213572854,247.96875_32.84375
0.9680638722554891,247.96875_32.90625
0.8622754491017964,247.96875_32.96875
0.9640718562874252,247.96875_33.03125
0.9620758483033932,247.96875_33.09375
0.3153692614770459,247.96875_33.15625
0.718562874251497,247.96875_33.21875
0.8323353293413174,247.96875_33.28125
0.9720558882235529,247.96875_33.34375
0.8882235528942116,247.96875_33.40625
0.9860279441117764,247.96875_33.46875
0.9181636726546906,247.96875_33.53125
0.5429141716566867,247.96875_33.59375
0.9461077844311377,247.96875_33.65625
0.6087824351297405,247.96875_33.71875
0.9181636726546906,247.96875_33.78125
0.34930139720558884,247.96875_33.84375
0.9940119760479041,247.96875_33.90625
0.9800399201596807,247.96875_33.96875
0.30538922155688625,247.96875_34.03125
0.93812375249501,247.96875_34.09375
0.20758483033932135,247.96875_34.15625
0.872255489021956,247.96875_34.21875
0.4231536926147705,247.96875_34.28125
0.3373253493013972,247.96875_34.34375
0.8582834331337326,247.96875_34.40625
0.9720558882235529,247.96875_34.46875
0.6307385229540918,247.96875_34.53125
0.2954091816367265,247.96875_34.59375
0.7584830339321357,247.96875_34.65625
0.3393213572854291,247.96875_34.71875
0.38323353293413176,247.96875_34.78125
0.43313373253493015,247.96875_34.84375
0.9900199600798403,247.96875_34.90625
0.9281437125748503,247.96875_34.96875
0.9940119760479041,247.96875_35.03125
0.5588822355289421,247.96875_35.09375
0.9700598802395209,247.96875_35.15625
0.7504990019960079,247.96875_35.21875
0.6846307385229541,247.96875_35.28125
0.8263473053892215,247.96875_35.34375
0.9500998003992016,247.96875_35.40625
0.9461077844311377,247.96875_35.46875
0.25948103792415167,247.96875_35.53125
0.8023952095808383,247.96875_35.59375
0.9680638722554891,247.96875_35.65625
0.4530938123752495,247.96875_35.71875
0.7345309381237525,247.96875_35.78125
0.03592814371257485,247.96875_35.84375
0.2215568862275449,247.96875_35.90625
0.05788423153692615,247.96875_35.96875
0.716566866267465,247.96875_36.03125
0.9481037924151696,247.96875_36.09375
0.9161676646706587,247.96875_36.15625
0.5708582834331337,247.96875_36.21875
0.5089820359281437,247.96875_36.28125
0.7005988023952096,247.96875_36.34375
0.48902195608782434,247.96875_36.40625
0.908183632734531,247.96875_36.46875
0.7085828343313373,247.96875_36.53125
0.9900199600798403,247.96875_36.59375
0.9121756487025948,247.96875_36.65625
0.9680638722554891,247.96875_36.71875
0.9121756487025948,247.96875_36.78125
0.3033932135728543,247.96875_36.84375
0.405189620758483,247.96875_36.90625
0.5249500998003992,247.96875_36.96875
